"data_test$Id","SalePrice"
2847,215090.740766553
2848,214971.734938579
2849,194939.161675463
2850,272787.837796013
2851,201706.670943546
2852,228413.180263646
2853,228642.82652922
2854,133086.874401806
2855,202625.617550224
2856,203115.242995132
2857,188228.136207271
2858,208712.17800507
2859,80028.7209823296
2860,145568.262192954
2861,120318.345213678
2862,177322.348147018
2863,132341.285965376
2864,232539.364444151
2865,145461.180485434
2866,132155.744024997
2867,105318.175348405
2868,80194.4112715773
2869,105225.983624852
2870,96191.4446620316
2871,63136.8176474579
2872,47593.6149848833
2873,86627.2284158826
2874,154660.334027322
2875,122744.952559625
2876,157718.815527819
2877,152216.808541454
2878,183867.447623827
2879,146336.713211916
2880,106775.767054513
2881,133492.958052223
2882,200322.961441294
2883,203868.554156516
2884,176612.00527754
2885,183103.987521524
2886,266175.283833601
2887,102912.322347322
2888,145046.031405732
2889,40625.9121741268
2890,82602.1996458959
2891,152548.08273476
2892,4474.27737418377
2893,54412.7811266587
2894,14178.4051445964
2895,338442.115746263
2896,293209.636646738
2897,217851.000973238
2898,113491.623746687
2899,207269.08551351
2900,161859.951988763
2901,220540.184900486
2902,152482.906063738
2903,314534.541907726
2904,362172.951153554
2905,34345.0738781989
2906,192763.338150547
2907,102855.75495588
2908,112021.990175693
2909,122543.907365441
2910,78317.1428673281
2911,71731.800039372
2912,152629.431861943
2913,74112.5855489104
2914,66080.8564050273
2915,84775.7973914852
2916,79624.6867343448
2917,174253.612982735
2918,117556.195628518
2919,220397.716568155
